AccountId,AccountName
200000000001015,Chicago Bridge & Iron Company
200000000001016,Chick-fil-A
200000000001017,China Agri-Industries
200000000001018,China Aviation Oil
200000000001019,China Cinda Asset Management
200000000001020,China Citic Bank
200000000001021,China CNR
200000000001022,China Coal Energy
200000000001023,China Communications Construction
200000000001024,China Communications Services
200000000001025,China Construction Bank
200000000001026,China Cosco Holdings
200000000001027,China Eastern Airlines
200000000001028,China Everbright Bank
200000000001029,China Fortune Land Development
200000000001030,China Gezhouba
200000000001031,China Hongqiao Group
200000000001032,China International Marine
200000000001033,China Life Insurance
200000000001034,China Life Insurance (Taiwan)
200000000001035,China Longyuan Power
200000000001036,China Mengniu Dairy
200000000001037,China Merchants Bank
200000000001038,China Merchants Holdings
200000000001039,China Merchants Property
200000000001040,China Merchants Securities
200000000001041,China Minsheng Banking
200000000001042,China Mobile
200000000001043,China National Building
200000000001044,China National Chemical
200000000001045,China National Materials
200000000001046,China Oilfield Services
200000000001047,China Pacific Insurance
200000000001048,China Railway Construction
200000000001049,China Railway Group
200000000001050,China Resources Enterprise
200000000001051,China Resources Land
200000000001052,China Resources Power
200000000001053,China Shenhua Energy
200000000001054,China Shipbuilding Industry
200000000001055,China Southern Airlines
200000000001056,China State Construction
200000000001057,China Steel
200000000001058,China Taiping Insurance
200000000001059,China Telecom
200000000001060,China Unicom
200000000001061,China Vanke
200000000001062,China Yangtze Power
200000000001063,Chinatrust Financial
200000000001064,Chinese Estates
200000000001065,Chipotle Mexican Grill
200000000001066,Chiquita Brands International
200000000001067,Chiquita Brands International Inc.
200000000001068,Choice Hotels International
200000000001069,Chongqing Changan Auto
200000000001070,Chongqing Rural Bank
200000000001071,Chow Tai Fook Jewellery
200000000001072,Christian Dior
200000000001073,Christian Moerlein Brewing Company
200000000001074,Chrysler
200000000001075,CHS Inc.
200000000001076,Chubb
200000000001077,Chubb Corp
200000000001078,Chubb Corporation
200000000001079,Chubu Electric Power
200000000001080,Chuck E. Cheese's
200000000001081,Chugach Alaska Corporation
200000000001082,Chugoku Bank
200000000001083,Chugoku Electric Power
200000000001084,Chunghwa Telecom
200000000001085,Church & Dwight
200000000001086,CIC Group
200000000001087,CiCi's Pizza
200000000001088,Cielo
200000000001089,Ciena Corp.
200000000001090,CIGNA
200000000001091,Cigna Corp
200000000001092,Cimarex Energy
200000000001093,CIMB Group Holdings
200000000001094,Cincinnati Financial
200000000001095,Cincinnati Financial Corp.
200000000001096,Cinemark Theatres
200000000001097,Cinergy Corp.
200000000001098,Cintas Corp.
200000000001099,Cintas Corporation
200000000001100,Circuit City Stores Inc.
200000000001101,Circumend
200000000001102,Circumescent
200000000001103,Circumible
200000000001104,Circumic
200000000001105,Circumity
200000000001106,Cirrus Aircraft Corporation
200000000001107,Cisco Systems
200000000001108,Cisco Systems Inc.
200000000001109,Cisist
200000000001110,Cisive
200000000001111,Cisor
200000000001112,Cisose
200000000001113,Cisous
200000000001114,CIT Group
200000000001115,Citic Pacific
200000000001116,Citic Securities
200000000001117,Citigroup
200000000001118,"Citigroup, Inc"
200000000001119,Citizens Communications Co.
200000000001120,Citrin Cooperman
200000000001121,Citrix Systems
200000000001122,City Developments
200000000001123,City National
200000000001124,CJ Cheiljedang
200000000001125,CJ Corp
200000000001126,CKE Restaurants
200000000001127,CKE Restaurants Inc.
200000000001128,Clariant
200000000001129,"Clayton, Dubilier & Rice"
200000000001130,Clear Channel Communications
200000000001131,Clear Channel Communications Inc.
200000000001132,Clearwater Paper
200000000001133,Cliffs Natural Resources
200000000001134,Clorox
200000000001135,CLP Holdings
200000000001136,CME Group
200000000001137,CMGI Inc.
200000000001138,CMS Energy
200000000001139,CMS Energy Corp.
200000000001140,CNA Financial
200000000001141,CNET
200000000001142,CNF Inc.
200000000001143,CNO Financial Group
200000000001144,CNOOC
200000000001145,CNP Assurances
200000000001146,Coach
200000000001147,Coal India
200000000001148,Coca-Cola
200000000001149,Coca-Cola Co.
200000000001150,Coca-Cola Enterprises
200000000001151,Coca-Cola Enterprises Inc.
200000000001152,Coca-Cola HBC
200000000001153,Codoo
200000000001154,Cogent Communications
200000000001155,Cogicero
200000000001156,Cogilia
200000000001157,Cogitri
200000000001158,Cogitz
200000000001159,Cognizant Technology
200000000001160,Cognizant Technology Solutions
200000000001161,Cole Haan
200000000001162,Coleman Company
200000000001163,Colent
200000000001164,Colgate-Palmolive
200000000001165,Colgate-Palmolive Co.
200000000001166,Colic
200000000001167,Colicious
200000000001168,Colile
200000000001169,Collins & Aikman Corp.
200000000001170,Coloplast
200000000001171,Color
200000000001172,Colruyt
200000000001173,Colt Defense
200000000001174,Colt's Manufacturing Company
200000000001175,Columbia Pictures
200000000001176,Columbia Sportswear
200000000001177,Columbia Sussex
200000000001178,Combo
200000000001179,Comcast
200000000001180,Comcast Corp.
200000000001181,Comdisco Inc.
200000000001182,Comend
200000000001183,Comerica
200000000001184,Comerica Inc.
200000000001185,Comfort Systems USA Inc.
200000000001186,Comile
200000000001187,Comism
200000000001188,Comist
200000000001189,Commercial Bank of Qatar
200000000001190,Commercial International Bank
200000000001191,Commercial Metals Co.
200000000001192,Commercial Metals Company
200000000001193,Commerzbank
200000000001194,Commonwealth Bank
200000000001195,Community Health Sys
200000000001196,Community Health Systems Inc.
200000000001197,Comodo
200000000001198,Comous
200000000001199,Compal Electronics
200000000001200,Compass Bancshares Inc
200000000001201,Compass Group
200000000001202,Computer Associates International Inc.
200000000001203,Computer Sciences
200000000001204,Computer Sciences Corp.
200000000001205,Computer Sciences Corporation
200000000001206,Compuware
200000000001207,Compuware Corp.
200000000001208,Comverse Technology Inc.
200000000001209,ConAgra Foods
200000000001210,ConAgra Foods Inc.
200000000001211,Conair Corporation
200000000001212,Concho Resources
200000000001213,Concord EFS Inc.
200000000001214,Concur Technologies
200000000001215,Condo
200000000001216,"Conectiv, Inc"
200000000001217,Conent
200000000001218,Coner
200000000001219,Conicious
200000000001220,Conile
200000000001221,Conive
200000000001222,Conoco Inc
200000000001223,ConocoPhillips
200000000001224,Conoodle
200000000001225,Conseco Inc.
200000000001226,Consol Energy
200000000001227,Consolidated Edison
200000000001228,Consolidated Edison Inc.
200000000001229,Consolidated Freightways Corp.
200000000001230,Constellation Brands
200000000001231,Constellation Brands Inc.
200000000001232,Constellation Emergy Group Inc.
200000000001233,Continental
200000000001234,Continental Airlines Inc.
200000000001235,Continental Resources
200000000001236,Contrander
200000000001237,Contrata
200000000001238,Contratri
200000000001239,Contratz
200000000001240,Contraveo
200000000001241,Control Data Corporation (CDC)
200000000001242,ConverDyn
200000000001243,Convergys
200000000001244,Convergys Corp.
200000000001245,Converse
200000000001246,CoolTouch Monitors
200000000001247,Cooper Cameron Corp.
200000000001248,Cooper Industries Ltd.
200000000001249,Cooper Tire & Rubber Co.
200000000001250,Copeland's
200000000001251,Coramia
200000000001252,Coranoodle
200000000001253,Coranu
200000000001254,Coratri
200000000001255,Coratude
200000000001256,Cordell & Cordell
200000000001257,Corile
200000000001258,Corill
200000000001259,Corive
200000000001260,Corize
200000000001261,Corn Products International Inc.
200000000001262,Corning
200000000001263,Corning Inc.
200000000001264,Coror
200000000001265,CorpBanca
200000000001266,Corporation Bank
200000000001267,Corrections Corporation of America
200000000001268,Corsair Memory
200000000001269,Cosan
200000000001270,Cosmo Oil
200000000001271,Costco
200000000001272,Costco Wholesale
200000000001273,Costco Wholesale Corp.
200000000001274,Cotri
200000000001275,Cott Corporation
200000000001276,Couche Tard
200000000001277,Country Garden Holdings
200000000001278,Countrywide Credit Industries Inc.
200000000001279,Coventry Health Care
200000000001280,Coventry Health Care Inc.
200000000001281,Covidien
200000000001282,Cox Communications Inc.
200000000001283,Cox Enterprises
200000000001284,CP All
200000000001285,CPFL Energia
200000000001286,CR Bard
200000000001287,Cracker Barrel
200000000001288,Craft Brew Alliance
200000000001289,Craigslist
200000000001290,"Crane & Co., Inc."
200000000001291,Crane Carrier Company
200000000001292,Crane Co.
200000000001293,Crane Company
200000000001294,Cray
200000000001295,Crazy Eddie
200000000001296,Credicorp
200000000001297,Credit Agricole
200000000001298,Credit Saison
200000000001299,Credit Suisse Group
200000000001300,Credito Emiliano
200000000001301,Credito Valtellinese
200000000001302,Crescent Point Energy
200000000001303,CRH
200000000001304,Crompton Corp.
200000000001305,Crowley Maritime
200000000001306,Crown Castle International
200000000001307,Crown Cork & Seal Co. Inc.
200000000001308,Crown Equipment Corporation
200000000001309,Crown Holdings
200000000001310,Crown Resorts
200000000001311,Cryoloo
200000000001312,Cryope
200000000001313,Cryotude
200000000001314,Cryoxo
200000000001315,Cryozzy
200000000001316,Cryptocy
200000000001317,Cryptofic
200000000001318,Cryptotz
200000000001319,Cryptova
200000000001320,Cryptovu
200000000001321,CSK Auto Corp.
200000000001322,CSL
200000000001323,CSN
200000000001324,CSR
200000000001325,CST Brands
200000000001326,CSX
200000000001327,CSX Corp.
200000000001328,CSX Corporation
200000000001329,Cubic Corporation
200000000001330,"Culver's Franchising System, Inc."
200000000001331,Cumberland Farms
200000000001332,Cummins
200000000001333,Cummins Inc.
200000000001334,Curtiss-Wright
200000000001335,Curves International
200000000001336,CVR Energy
200000000001337,CVS Caremark
200000000001338,CVS Corp.
200000000001339,Cypress Semiconductor
200000000001340,Cytec Industries Inc.
200000000001341,D. R. Horton
200000000001342,D.R. Horton Inc.
200000000001343,"D&K Healthcare Resources, Inc."
200000000001344,Daelim Industrial
200000000001345,Dai Nippon Printing
200000000001346,Dai-ichi Life Insurance
200000000001347,Daiichi Sankyo
200000000001348,Daikin Industries
200000000001349,Daimler
200000000001350,Daishi Bank
200000000001351,Daito Trust Construction
200000000001352,Daiwa House Industry
200000000001353,Daiwa Securities
200000000001354,Daktronics
200000000001355,Dana Corporation
200000000001356,Dana Holding Corporation
200000000001357,Danaher
200000000001358,Danaher Corporation
200000000001359,Dangote Cement
200000000001360,Danone
200000000001361,Danske Bank
200000000001362,Daqin Railway
200000000001363,Darden Restaurants
200000000001364,Darden Restaurants Inc.
200000000001365,Dart Container Corporation
200000000001366,Dassault Aviation
200000000001367,Dassault Systemes
200000000001368,Datang International Power
200000000001369,DaVita
200000000001370,DaVita Inc.
200000000001371,Day & Zimmermann
200000000001372,Dayton Superior
200000000001373,DBS Group
200000000001374,DC Comics
200000000001375,DC Shoes
200000000001376,DCC
200000000001377,Dean Foods
200000000001378,Dean Foods Company
200000000001379,Deere & Co
200000000001380,Deere & Company
200000000001381,Del Monte Foods
200000000001382,Del Monte Foods Co
200000000001383,Delek Group
200000000001384,Delhaize Group
200000000001385,Delith
200000000001386,Dell
200000000001387,Dell Computer Corporation
200000000001388,Deloitte
200000000001389,Delphi
200000000001390,Delphi Automotive
200000000001391,Delphi Corp.
200000000001392,Delta Air Lines
200000000001393,Delta Air Lines Inc.
200000000001394,Delta Electronics
200000000001395,Delta Lloyd
200000000001396,Deluxe Corporation
200000000001397,Demaco
200000000001398,Demigen
200000000001399,Demijo
200000000001400,Deminti
200000000001401,Demita
200000000001402,Demizzy
200000000001403,Demodo
200000000001404,Demolane
200000000001405,Demope
200000000001406,Demotri
200000000001407,Denbury Resources
200000000001408,Dendo
200000000001409,Denny's
200000000001410,Denso
200000000001411,Dentsply
200000000001412,Dentsu
200000000001413,Denu
200000000001414,Deutsche Annington Immobilien
200000000001415,Deutsche Bank
200000000001416,Deutsche Boerse
200000000001417,Deutsche Lufthansa
200000000001418,Deutsche Post
200000000001419,Deutsche Telekom
200000000001420,Devon Energy
200000000001421,Devon Energy Corporation
200000000001422,"DeVry, Inc."
200000000001423,DEX One
200000000001424,Dexia
200000000001425,Dezio
200000000001426,DGB Financial Group
200000000001427,Di Giorgio Corporation
200000000001428,DIA
200000000001429,Diadel
200000000001430,Diadeo
200000000001431,Diadoo
200000000001432,Diageo
200000000001433,Dial Corporation
200000000001434,Diamba
200000000001435,Diamond Foods
200000000001436,Diamond Offshore Drilling
200000000001437,Diander
200000000001438,DiC Entertainment
200000000001439,Dick's Sporting Goods
200000000001440,Dido
200000000001441,Diebold
200000000001442,Diebold Incorporated
200000000001443,Diefix
200000000001444,Dielium
200000000001445,Diembo
200000000001446,Dienoodle
200000000001447,Dieyo
200000000001448,Difent
200000000001449,Dificious
200000000001450,Difil
200000000001451,Difity
200000000001452,Difive
200000000001453,Digi-Key
200000000001454,Dillard's
200000000001455,Dillard's Inc.
200000000001456,Dimbo
200000000001457,DIMON Incorporated
200000000001458,DineEquity
200000000001459,Dinix
200000000001460,Dinu
200000000001461,Dippin' Dots
200000000001462,Direct Line Insurance
200000000001463,DirecTV
200000000001464,Discover Financial
200000000001465,Discover Financial Services
200000000001466,Discovery Communications
200000000001467,Dish Network
200000000001468,Disill
200000000001469,Disism
200000000001470,Disity
200000000001471,Disive
200000000001472,Disoid
200000000001473,Divacee
200000000001474,Divadoo
200000000001475,Divambo
200000000001476,Divamia
200000000001477,Divaveo
200000000001478,"DivX, Inc."
200000000001479,Dixons Retail
200000000001480,Djarum
200000000001481,DNB
200000000001482,Dogfish Head Brewery
200000000001483,Doha Bank
200000000001484,Dole Food Company
200000000001485,"Dole Food Company, Inc."
200000000001486,Dolent
200000000001487,Doler
200000000001488,Dolible
200000000001489,Dolise
200000000001490,Dollar General
200000000001491,Dollar General Corporation
200000000001492,Dollar Tree
200000000001493,"Dollar Tree Stores, Inc."
200000000001494,Doloid
200000000001495,Domible
200000000001496,Domicious
200000000001497,Domile
200000000001498,Dominible
200000000001499,Dominion Resources
200000000001500,"Dominion Resources, Inc."
200000000001501,Dominist
200000000001502,Dominize
200000000001503,Domino's Pizza
200000000001504,Domino's Pizza LLC
200000000001505,Dominoid
200000000001506,Dominosis
200000000001507,Domosis
200000000001508,Domtar
200000000001509,Dongbu Insurance
200000000001510,Dongfang Electric
200000000001511,Dongfeng Motor Group
200000000001512,Doosan
200000000001513,Doosan Heavy Industries
200000000001514,Dorm Company Corporation
200000000001515,Dover
200000000001516,Dover Corporation
200000000001517,"Dover Corporation, Inc."
200000000001518,Dow Chemical
200000000001519,Dow Chemical Company
200000000001520,Dow Jones & Company
200000000001521,"Dow Jones & Company, Inc."
200000000001522,DP World
200000000001523,DPL Inc.
200000000001524,DQE Inc.
200000000001525,DR Horton
200000000001526,Dr Pepper Snapple Group
200000000001527,Dresser Industries
200000000001528,"Dreyer's Grand Ice Cream, Inc."
200000000001529,DRS Technologies
200000000001530,DSM
200000000001531,DSME
200000000001532,DST Systems
200000000001533,"DST Systems, Inc."
200000000001534,DSV
200000000001535,DTE Energy
200000000001536,DTE Energy Co.
200000000001537,Dubai Islamic Bank
200000000001538,Ducy
200000000001539,Dudel
200000000001540,Dujo
200000000001541,Duke Energy
200000000001542,Duke Energy Corp
200000000001543,Dun & Bradstreet
200000000001544,Dun & Bradstreet Inc.
200000000001545,Dunkin' Donuts
200000000001546,Duofix
200000000001547,Duomba
200000000001548,Duonte
200000000001549,Duotri
200000000001550,Dupe
200000000001551,DuPont (E.I. du Pont de Nemours)
200000000001552,Dura Automotive Systems
200000000001553,DURA Automotive Systems Inc.
200000000001554,Duvee
200000000001555,DVB Bank
200000000001556,Dynando
200000000001557,Dynanix
200000000001558,Dynanoodle
200000000001559,Dynatri
200000000001560,Dynava
200000000001561,DynCorp
200000000001562,Dynegy
200000000001563,Dynegy Inc.
200000000001564,Dynocy
200000000001565,Dynofix
200000000001566,Dynonoodle
200000000001567,Dynonyx
200000000001568,Dynoxo
200000000001569,E & J Gallo Winery
200000000001570,E-L Financial
200000000001571,E-mart
200000000001572,E-Trade Financial
200000000001573,E.I. Du Pont de Nemours and Company
200000000001574,E.ON
200000000001575,E.Sun Financial
200000000001576,E.W. Scripps Company
200000000001577,E*Trade Financial Corporation
200000000001578,"E*Trade Group, Inc."
200000000001579,EADS
200000000001580,Eafy
200000000001581,Ealia
200000000001582,Ealium
200000000001583,Eanoodle
200000000001584,Eanu
200000000001585,"Earthlink, Inc."
200000000001586,East Japan Railway
200000000001587,East West Bancorp
200000000001588,Eastman Chemical
200000000001589,Eastman Chemical Company
200000000001590,Eastman Kodak
200000000001591,Eastman Kodak Company
200000000001592,EasyJet
200000000001593,Eaton
200000000001594,Eaton Corporation
200000000001595,eBay
200000000001596,Ebonite International
200000000001597,EBSCO Industries
200000000001598,EchoStar
200000000001599,Echostar Communications Corporation
200000000001600,Ecobank Transnational Incorporated
200000000001601,Ecodeo
200000000001602,Ecolab
200000000001603,Ecolab Inc.
200000000001604,Ecombo
200000000001605,Ecomia
200000000001606,Ecopetrol
200000000001607,Ecore
200000000001608,Ecozu
200000000001609,Eddie Bauer
200000000001610,EDF
200000000001611,Edison International
200000000001612,EDP-Energias de Portugal
200000000001613,Edward Jones
200000000001614,Edwards Lifesciences
200000000001615,Egglands Best
200000000001616,EGL Inc.
200000000001617,EI du Pont de Nemours
200000000001618,Eicero
200000000001619,Eidel
200000000001620,Eiffage
200000000001621,Eilia
200000000001622,Einti
200000000001623,Eisai
200000000001624,Eizz
200000000001625,El Paso Corp.
200000000001626,El Paso Corporation
200000000001627,El Pollo Loco
200000000001628,El Puerto de Liverpool
200000000001629,Electric Power Development
200000000001630,Electroloo
200000000001631,Electrolux Group
200000000001632,Electronic Arts
200000000001633,Electronic Arts Inc.
200000000001634,Electronic Data Systems
200000000001635,Electronic Data Systems Corp.
200000000001636,"Electronics for Imaging, Inc."
200000000001637,Electronte
200000000001638,Electronu
200000000001639,Electrozio
200000000001640,Electrozzy
200000000001641,Eletrobríçs
200000000001642,Eli Lilly & Co
200000000001643,Eli Lilly and Company
200000000001644,Elizabeth Arden
200000000001645,Emaar Properties
200000000001646,Embraer
200000000001647,EMC
200000000001648,EMC Corporation
200000000001649,Emcor
200000000001650,Emcor Group Inc.
200000000001651,Emerson Electric
200000000001652,Emerson Electric Co.
200000000001653,Emerson Electric Company
200000000001654,Emerson Radio
200000000001655,Emirates Integrated Telecom
200000000001656,Emirates NBD
200000000001657,Empire
200000000001658,Empresa de Energia de Bogota
200000000001659,EMS-Chemie Holding
200000000001660,Enagas
200000000001661,Enbridge
200000000001662,EnBW-Energie Baden
200000000001663,Encana
200000000001664,Encompass Services Corporation
200000000001665,Enel
200000000001666,Enent
200000000001667,Energizer Holdings
200000000001668,Energizer Holdings Inc.
200000000001669,Energy East Corporation
200000000001670,Engelhard Corporation
200000000001671,Eni
200000000001672,Enill
200000000001673,Enist
200000000001674,Enka
200000000001675,Enoid
200000000001676,Enous
200000000001677,Enron Corp.
200000000001678,Ensco
200000000001679,Enterasys Networks
200000000001680,Entergy
200000000001681,Entergy Corporation
200000000001682,Enterprise Holdings
200000000001683,Enterprise Products
200000000001684,Enterprise Products Partners L.P.
200000000001685,EOG Resources
200000000001686,"EOG Resources, Inc."
200000000001687,Epific
200000000001688,Epinder
200000000001689,Epinoodle
200000000001690,Epixo
200000000001691,Epiyo
200000000001692,EQT
200000000001693,Equcero
200000000001694,Equifax
200000000001695,Equifax Inc.
200000000001696,Equinix
200000000001697,Equitable Resources Inc.
200000000001698,Equity Assurance
200000000001699,Equity Office Properties Trust
200000000001700,Equity Residential
200000000001701,Equity Residential Properties Trust
200000000001702,Equmba
200000000001703,Equmbu
200000000001704,Equre
200000000001705,Equxo
200000000001706,Erickson Air-Crane
200000000001707,Ericsson
200000000001708,Erie Indemnity
200000000001709,Erie Insurance Group
200000000001710,Erste Group Bank
200000000001711,Esend
200000000001712,Esent
200000000001713,Esise
200000000001714,Esize
200000000001715,Esosis
200000000001716,Espirito Santo Financial
200000000001717,Essar Energy
200000000001718,Esselte
200000000001719,Essilor International
200000000001720,Estí©e Lauder Cos
200000000001721,Est_e Lauder Companies
200000000001722,Estee Lauder Companies Inc.
200000000001723,Esterline
200000000001724,Estes Industries
200000000001725,Estwing Manufacturing Company
200000000001726,Ethan Allen
200000000001727,Etisalat
200000000001728,Eurazeo
200000000001729,Eureka
200000000001730,Eurocero
200000000001731,Eurodel
200000000001732,Eurodo
200000000001733,Euronu
200000000001734,Euroyo
200000000001735,Eutelsat Communications
200000000001736,Everest Re Group
200000000001737,Evergrande Real Estate
200000000001738,Evergreen International Airlines
200000000001739,Evonik
200000000001740,Evraz Group
200000000001741,Execudo
200000000001742,Execuloo
200000000001743,Execunix
200000000001744,Executri
200000000001745,Execuvee
200000000001746,Exelis
200000000001747,Exelon
200000000001748,Exelon Corporation
200000000001749,Exible
200000000001750,Exide Technologies
200000000001751,Exill
200000000001752,Exive
200000000001753,EXOR
200000000001754,Exose
200000000001755,Expedia
200000000001756,Expeditors International
200000000001757,Expeditors International of Washington Inc.
200000000001758,Experian
200000000001759,Express Scripts
200000000001760,Express Scripts Inc.
200000000001761,Extron
200000000001762,Exxon Mobil
200000000001763,ExxonMobil
200000000001764,ExxonMobil Corporation
200000000001765,Ezdan Holding Group
200000000001766,F5 Networks
200000000001767,Fabletics
200000000001768,Fabrik Inc.
200000000001769,Facebook
200000000001770,Facero
200000000001771,Fafy
200000000001772,Fairchild Semiconductor
200000000001773,Fairchild Semiconductor International Inc.
200000000001774,Fairfax Financial
200000000001775,Falabella
200000000001776,Falcity
200000000001777,Falcive
200000000001778,Falcoid
200000000001779,Falcose
200000000001780,Fambo
200000000001781,Family Dollar Stores
200000000001782,Family Dollar Stores Inc.
200000000001783,Fannie Mae
200000000001784,Fannie Mae (Federal National Mortgage Association)
200000000001785,Fanuc
200000000001786,Far Eastern New Century
200000000001787,Far West Capital
200000000001788,Farmers Insurance Group
200000000001789,Farmland Industries Inc.
200000000001790,Fast Retailing
200000000001791,Fastenal
200000000001792,FatPipe networks
200000000001793,Faultless Starch/Bon Ami Company
200000000001794,Fazz
200000000001795,FBN Holdings
200000000001796,FCC
200000000001797,Federal Express Corp.
200000000001798,Federal Grid of UES
200000000001799,Federal Mogul Corp.
200000000001800,Federal Signal Corporation
200000000001801,Federal-Mogul Corporation
200000000001802,Federated Department Stores Inc.
200000000001803,FedEx
200000000001804,Felcor Lodging Trust Inc.
200000000001805,Feler
200000000001806,Felible
200000000001807,Felicious
200000000001808,Felor
200000000001809,Felous
200000000001810,Femsa
200000000001811,Fender Musical Instruments Corporation
200000000001812,Fenway Partners
200000000001813,Ferro Corp.
200000000001814,Ferrovial
200000000001815,FIBI Holdings
200000000001816,FICO
200000000001817,Fidelity Investments
200000000001818,Fidelity National Financial
200000000001819,Fidelity National Financial Inc.
200000000001820,Fidelity National Information
200000000001821,Fidelity National Information Services
200000000001822,Fifth Third Bancorp
200000000001823,"FileMaker Inc., formerly Claris Corp."
200000000001824,Filter Forge
200000000001825,Financial Street Holdings
200000000001826,Financiere de l'Odet
200000000001827,Finatis
200000000001828,Finer
200000000001829,Finil
200000000001830,Finism
200000000001831,Finmeccanica
200000000001832,Finose
200000000001833,Finous
200000000001834,Firestone Tire and Rubber Company
200000000001835,First American Financial Corp.
200000000001836,First Data Corp.
200000000001837,First Financial Holding
200000000001838,First Gulf Bank
200000000001839,First Hawaiian Bank
200000000001840,First National of Nebraska Inc.
200000000001841,First Niagara Financial
200000000001842,First Pacific
200000000001843,First Quantum Minerals
200000000001844,First Republic Bank
200000000001845,First Tennessee National Corp.
200000000001846,FirstEnergy
200000000001847,FirstEnergy Corp.
200000000001848,FirstRand
200000000001849,Firstsource
200000000001850,Fiserv
200000000001851,Fiserv Inc.
200000000001852,Fisher Electronics
200000000001853,Fisher Scientific International Inc.
200000000001854,Fisker Automotive
200000000001855,Five Guys Enterprises
200000000001856,FleetBoston Financial Co.
200000000001857,Fleetwood Enterprises Inc.
200000000001858,Fleming Companies Inc.
200000000001859,Flextronics International
200000000001860,Flijo
200000000001861,Flilium
200000000001862,Flindo
200000000001863,FLIR Systems
200000000001864,Flizio
200000000001865,Flizz
200000000001866,Flowers Foods
200000000001867,Flowers Foods Inc.
200000000001868,Flowserv Corp
200000000001869,Flowserve
200000000001870,Fluor
200000000001871,Fluor Corp
200000000001872,Fluor Corporation
200000000001873,FMC
200000000001874,FMC Corp
200000000001875,FMC Technologies
200000000001876,Foamex International Inc
200000000001877,Focus Brands
200000000001878,FonciíÂre des Rí©gions
200000000001879,Foot Locker
200000000001880,Foot Locker Inc
200000000001881,Footstar Inc.
200000000001882,Ford Motor
200000000001883,Ford Motor Co
200000000001884,Ford Motor Company
200000000001885,Forest Laboratories
200000000001886,Forest Laboratories Inc.
200000000001887,Forile
200000000001888,Forize
200000000001889,Formosa Chemicals
200000000001890,Formosa Petrochemical
200000000001891,Formosa Plastics
200000000001892,Foroid
200000000001893,Foror
200000000001894,Forous
200000000001895,Forrester Research
200000000001896,Fortescue Metals Group
200000000001897,Fortill
200000000001898,Fortis (Canada)
200000000001899,Fortity
200000000001900,Fortoid
200000000001901,Fortose
200000000001902,Fortous
200000000001903,Fortum
200000000001904,"Fortune Brands Home & Security, Inc."
200000000001905,Fortune Brands Inc.
200000000001906,Forum Communications
200000000001907,"Fossil, Inc."
200000000001908,Foster Farms
200000000001909,Foster Wheeler Ltd.
200000000001910,Fosters Freeze
200000000001911,Fosun International
200000000001912,Fox Entertainment Group
200000000001913,FPL Group Inc.
200000000001914,France Telecom
200000000001915,Franklin Resources
200000000001916,Franklin Resources Inc.
200000000001917,Franklin Templeton
200000000001918,Franshion Properties (China)
200000000001919,Fraport
200000000001920,Frasca International
200000000001921,Fred Meyer
200000000001922,Freddie Mac
200000000001923,Freddie Mac (Federal Home Loan Mortgage Corporation)
200000000001924,Freedom Group
200000000001925,Freeport McMoran Copper & Gold Inc.
200000000001926,Freeport-McMoRan
200000000001927,Freeport-McMoRan Copper
200000000001928,Freescale Semiconductor
200000000001929,FreeWave Technologies
200000000001930,Fresenius
200000000001931,Fresh & Easy
200000000001932,Friedman Fleischer & Lowe
200000000001933,Fronter
200000000001934,Frontescent
200000000001935,Frontier Airlines
200000000001936,Frontier Communications
200000000001937,Frontier Oil Corp
200000000001938,Frontil
200000000001939,Frontize
200000000001940,Frontor
200000000001941,Fruit of the Loom
200000000001942,Fry's Electronics
200000000001943,Fubon Financial
200000000001944,Fuji Electric
200000000001945,Fuji Heavy Industries
200000000001946,Fujifilm Holdings
200000000001947,Fujitsu
200000000001948,Fukuoka Financial Group
200000000001949,Furniture Brands International Inc.
200000000001950,G4S
200000000001951,GAIL India
200000000001952,Galaxy Entertainment
200000000001953,Galp Energia
200000000001954,GameStop
200000000001955,GameStop Corp.
200000000001956,Gannett
200000000001957,"Gannett Co., Inc."
200000000001958,Gannett Company
200000000001959,Gansu Jiu Steel Group Hongxing Iron & Steel
200000000001960,Gap
200000000001961,Gap Inc.
200000000001962,Garanti Bank
200000000001963,Gardner Denver
200000000001964,Garile
200000000001965,Garist
200000000001966,Garive
200000000001967,Garmin
200000000001968,Garoid
200000000001969,Garore
200000000001970,Gartner
200000000001971,Gas Natural Fenosa
200000000001972,Gateway Inc.
200000000001973,"Gateway, Inc."
200000000001974,Gatorade
200000000001975,GATX Corporation
200000000001976,Gazprom
200000000001977,GCI
200000000001978,GD Power Development
200000000001979,GDF SUEZ
200000000001980,GE Consumer & Industrial
200000000001981,GEA Group
200000000001982,Geberit
200000000001983,Gecee
200000000001984,Gecina
200000000001985,GEICO
200000000001986,Gemalto
200000000001987,Gemdale
200000000001988,Gemini Sound Products
200000000001989,Gemstar-TV Guide International Inc.
200000000001990,GenCorp
200000000001991,GenCorp Inc.
200000000001992,Genent
200000000001993,Genentech
200000000001994,Generac Power Systems
200000000001995,General Atomics
200000000001996,General Cable
200000000001997,General Cable Corporation
200000000001998,General Dynamics
200000000001999,General Dynamics Corporation
200000000002000,General Dynamics Electric Boat
200000000002001,General Electric
200000000002002,General Electric Company
200000000002003,General Growth Properties
200000000002004,General Mills
200000000002005,General Mills Inc
200000000002006,General Motors
200000000002007,General Motors Corporation
200000000002008,Generali Group
200000000002009,Genesco Inc.
